[2018-07-11 14:21:39] Shadowsocks started
[2018-07-11 14:22:07] Shadowsocks started
[2018-07-11 14:22:10] Shadowsocks started
[2018-07-11 14:25:11] Shadowsocks started
[2018-07-11 14:45:05] Shadowsocks started
[2018-07-16 09:11:17] 119.28.54.208:80 timed out
[2018-07-16 09:11:18] 119.28.54.208:80 timed out
[2018-07-16 09:11:22] 119.28.54.208:80 timed out
[2018-07-16 09:11:22] 119.28.54.208:80 timed out
[2018-07-16 09:11:26] 119.28.54.208:80 timed out
[2018-07-16 09:11:27] 119.28.54.208:80 timed out
[2018-07-16 09:11:30] 119.28.54.208:80 timed out
[2018-07-16 09:11:32] 119.28.54.208:80 timed out
[2018-07-16 09:11:33] 119.28.54.208:80 timed out
[2018-07-16 09:11:37] 119.28.54.208:80 timed out
[2018-07-16 09:11:38] 119.28.54.208:80 timed out
[2018-07-16 09:11:42] 119.28.54.208:80 timed out
[2018-07-16 09:11:43] 119.28.54.208:80 timed out
[2018-07-16 09:11:47] 119.28.54.208:80 timed out
[2018-07-16 09:11:52] 119.28.54.208:80 timed out
[2018-07-16 09:11:57] 119.28.54.208:80 timed out
[2018-07-16 09:12:02] 119.28.54.208:80 timed out
[2018-07-16 09:12:07] 119.28.54.208:80 timed out
[2018-07-16 11:43:13] 119.28.54.208:80 timed out
[2018-07-16 12:06:52] 119.28.54.208:80 timed out
[2018-07-16 12:06:57] 119.28.54.208:80 timed out
[2018-07-16 12:07:02] 119.28.54.208:80 timed out
[2018-07-16 12:07:02] 119.28.54.208:80 timed out
[2018-07-16 12:07:02] 119.28.54.208:80 timed out
[2018-07-16 12:07:06] 119.28.54.208:80 timed out
[2018-07-16 12:07:07] 119.28.54.208:80 timed out
[2018-07-16 12:07:10] 119.28.54.208:80 timed out
[2018-07-16 12:07:12] 119.28.54.208:80 timed out
[2018-07-16 12:07:14] 119.28.54.208:80 timed out
[2018-07-16 12:07:17] 119.28.54.208:80 timed out
[2018-07-16 12:07:18] 119.28.54.208:80 timed out
[2018-07-16 12:07:22] 119.28.54.208:80 timed out
[2018-07-16 12:07:22] 119.28.54.208:80 timed out
[2018-07-16 12:07:25] 119.28.54.208:80 timed out
[2018-07-16 12:07:27] 119.28.54.208:80 timed out
[2018-07-16 12:07:30] 119.28.54.208:80 timed out
[2018-07-16 12:07:30] 119.28.54.208:80 timed out
[2018-07-16 12:07:32] 119.28.54.208:80 timed out
[2018-07-16 12:07:33] 119.28.54.208:80 timed out
[2018-07-16 12:07:33] 119.28.54.208:80 timed out
[2018-07-16 12:07:35] 119.28.54.208:80 timed out
[2018-07-16 12:07:35] 119.28.54.208:80 timed out
[2018-07-16 12:07:37] 119.28.54.208:80 timed out
[2018-07-16 12:07:37] 119.28.54.208:80 timed out
[2018-07-16 12:07:38] 119.28.54.208:80 timed out
[2018-07-16 12:07:41] 119.28.54.208:80 timed out
[2018-07-16 12:07:42] 119.28.54.208:80 timed out
[2018-07-16 12:07:43] 119.28.54.208:80 timed out
[2018-07-16 12:07:44] 119.28.54.208:80 timed out
[2018-07-16 12:07:45] 119.28.54.208:80 timed out
[2018-07-16 12:07:47] 119.28.54.208:80 timed out
[2018-07-16 12:07:49] 119.28.54.208:80 timed out
[2018-07-16 12:07:50] 119.28.54.208:80 timed out
[2018-07-16 12:07:52] 119.28.54.208:80 timed out
[2018-07-16 12:07:53] 119.28.54.208:80 timed out
[2018-07-16 12:07:56] 119.28.54.208:80 timed out
[2018-07-16 12:07:57] 119.28.54.208:80 timed out
[2018-07-16 12:08:00] 119.28.54.208:80 timed out
[2018-07-16 12:08:00] 119.28.54.208:80 timed out
[2018-07-16 12:08:01] 119.28.54.208:80 timed out
[2018-07-16 12:08:01] 119.28.54.208:80 timed out
[2018-07-16 12:08:02] 119.28.54.208:80 timed out
[2018-07-16 12:08:03] 119.28.54.208:80 timed out
[2018-07-16 12:08:03] 119.28.54.208:80 timed out
[2018-07-16 12:08:05] 119.28.54.208:80 timed out
[2018-07-16 12:08:06] 119.28.54.208:80 timed out
[2018-07-16 12:08:07] 119.28.54.208:80 timed out
[2018-07-16 12:08:07] 119.28.54.208:80 timed out
[2018-07-16 12:08:09] 119.28.54.208:80 timed out
[2018-07-16 12:08:10] 119.28.54.208:80 timed out
[2018-07-16 12:08:13] 119.28.54.208:80 timed out
[2018-07-16 12:08:14] 119.28.54.208:80 timed out
[2018-07-16 12:08:18] 119.28.54.208:80 timed out
[2018-07-16 12:08:20] 119.28.54.208:80 timed out
[2018-07-16 12:08:23] 119.28.54.208:80 timed out
[2018-07-16 12:08:25] 119.28.54.208:80 timed out
[2018-07-16 12:08:28] 119.28.54.208:80 timed out
[2018-07-16 12:08:31] 119.28.54.208:80 timed out
[2018-07-16 12:08:31] 119.28.54.208:80 timed out
[2018-07-16 12:08:33] 119.28.54.208:80 timed out
[2018-07-16 12:08:36] 119.28.54.208:80 timed out
[2018-07-16 12:08:38] 119.28.54.208:80 timed out
[2018-07-16 12:08:38] 119.28.54.208:80 timed out
[2018-07-16 12:08:38] 119.28.54.208:80 timed out
[2018-07-16 12:08:41] 119.28.54.208:80 timed out
[2018-07-16 12:08:43] 119.28.54.208:80 timed out
[2018-07-16 12:08:44] 119.28.54.208:80 timed out
[2018-07-16 12:08:44] 119.28.54.208:80 timed out
[2018-07-16 12:08:48] 119.28.54.208:80 timed out
[2018-07-16 12:08:49] 119.28.54.208:80 timed out
[2018-07-16 12:08:49] 119.28.54.208:80 timed out
[2018-07-16 12:08:50] 119.28.54.208:80 timed out
[2018-07-16 12:08:50] 119.28.54.208:80 timed out
[2018-07-16 12:08:53] 119.28.54.208:80 timed out
[2018-07-16 12:08:54] 119.28.54.208:80 timed out
[2018-07-16 12:08:54] 119.28.54.208:80 timed out
[2018-07-16 12:08:55] 119.28.54.208:80 timed out
[2018-07-16 12:08:57] 119.28.54.208:80 timed out
[2018-07-16 12:08:58] 119.28.54.208:80 timed out
[2018-07-16 12:09:01] 119.28.54.208:80 timed out
[2018-07-16 12:09:02] 119.28.54.208:80 timed out
[2018-07-16 12:09:03] 119.28.54.208:80 timed out
[2018-07-16 12:09:08] 119.28.54.208:80 timed out
[2018-07-16 12:09:10] 119.28.54.208:80 timed out
[2018-07-16 12:09:13] 119.28.54.208:80 timed out
[2018-07-16 12:09:18] 119.28.54.208:80 timed out
[2018-07-16 12:09:23] 119.28.54.208:80 timed out
[2018-07-16 12:09:28] 119.28.54.208:80 timed out
[2018-07-16 12:09:33] 119.28.54.208:80 timed out
[2018-07-16 12:09:38] 119.28.54.208:80 timed out
[2018-07-16 12:09:43] 119.28.54.208:80 timed out
[2018-07-16 12:09:44] 119.28.54.208:80 timed out
[2018-07-16 12:09:48] 119.28.54.208:80 timed out
[2018-07-16 12:09:49] 119.28.54.208:80 timed out
[2018-07-16 12:09:54] 119.28.54.208:80 timed out
[2018-07-16 12:09:59] 119.28.54.208:80 timed out
[2018-07-16 12:10:01] 119.28.54.208:80 timed out
[2018-07-16 12:10:02] 119.28.54.208:80 timed out
[2018-07-16 12:10:03] 119.28.54.208:80 timed out
[2018-07-16 12:10:04] 119.28.54.208:80 timed out
[2018-07-16 12:10:07] 119.28.54.208:80 timed out
[2018-07-16 12:10:09] 119.28.54.208:80 timed out
[2018-07-16 12:10:09] 119.28.54.208:80 timed out
[2018-07-16 12:10:10] 119.28.54.208:80 timed out
[2018-07-16 12:10:12] 119.28.54.208:80 timed out
[2018-07-16 12:10:14] 119.28.54.208:80 timed out
[2018-07-16 12:10:15] 119.28.54.208:80 timed out
[2018-07-16 12:10:16] 119.28.54.208:80 timed out
[2018-07-16 12:10:19] 119.28.54.208:80 timed out
[2018-07-16 12:10:20] 119.28.54.208:80 timed out
[2018-07-16 12:10:21] 119.28.54.208:80 timed out
[2018-07-16 12:10:21] 119.28.54.208:80 timed out
[2018-07-16 12:10:24] 119.28.54.208:80 timed out
[2018-07-16 12:10:25] 119.28.54.208:80 timed out
[2018-07-16 12:10:29] 119.28.54.208:80 timed out
[2018-07-16 12:10:30] 119.28.54.208:80 timed out
[2018-07-16 12:10:34] 119.28.54.208:80 timed out
[2018-07-16 12:10:35] 119.28.54.208:80 timed out
[2018-07-16 12:10:39] 119.28.54.208:80 timed out
[2018-07-16 12:10:44] 119.28.54.208:80 timed out
[2018-07-16 12:10:48] 119.28.54.208:80 timed out
[2018-07-16 12:10:49] 119.28.54.208:80 timed out
[2018-07-16 12:10:53] 119.28.54.208:80 timed out
[2018-07-16 12:10:54] 119.28.54.208:80 timed out
[2018-07-16 12:10:59] 119.28.54.208:80 timed out
[2018-07-16 12:11:01] 119.28.54.208:80 timed out
[2018-07-16 12:11:04] 119.28.54.208:80 timed out
[2018-07-16 12:11:09] 119.28.54.208:80 timed out
[2018-07-16 12:11:09] 119.28.54.208:80 timed out
[2018-07-16 12:11:10] 119.28.54.208:80 timed out
[2018-07-16 12:11:11] 119.28.54.208:80 timed out
[2018-07-16 12:11:14] 119.28.54.208:80 timed out
[2018-07-16 12:11:15] 119.28.54.208:80 timed out
[2018-07-16 12:11:16] 119.28.54.208:80 timed out
[2018-07-16 12:11:16] 119.28.54.208:80 timed out
[2018-07-16 12:11:19] 119.28.54.208:80 timed out
[2018-07-16 12:11:20] 119.28.54.208:80 timed out
[2018-07-16 12:11:22] 119.28.54.208:80 timed out
[2018-07-16 12:11:25] 119.28.54.208:80 timed out
[2018-07-16 12:11:27] 119.28.54.208:80 timed out
[2018-07-16 12:11:28] 119.28.54.208:80 timed out
[2018-07-16 12:11:30] 119.28.54.208:80 timed out
[2018-07-16 12:11:32] 119.28.54.208:80 timed out
[2018-07-16 12:11:35] 119.28.54.208:80 timed out
[2018-07-16 12:11:40] 119.28.54.208:80 timed out
[2018-07-16 12:11:45] 119.28.54.208:80 timed out
[2018-07-16 12:11:50] 119.28.54.208:80 timed out
[2018-07-16 12:11:55] 119.28.54.208:80 timed out
[2018-07-16 12:12:00] 119.28.54.208:80 timed out
[2018-07-16 12:12:01] 119.28.54.208:80 timed out
[2018-07-16 12:12:05] 119.28.54.208:80 timed out
[2018-07-16 12:12:10] 119.28.54.208:80 timed out
[2018-07-16 12:12:10] 119.28.54.208:80 timed out
[2018-07-16 12:12:15] 119.28.54.208:80 timed out
[2018-07-16 12:12:20] 119.28.54.208:80 timed out
[2018-07-16 17:21:04] 119.28.54.208:80 timed out
[2018-07-16 17:38:19] 119.28.54.208:80 timed out
[2018-07-16 17:38:34] 119.28.54.208:80 timed out
[2018-07-16 17:38:39] 119.28.54.208:80 timed out
[2018-07-16 17:38:44] 119.28.54.208:80 timed out
[2018-07-16 17:38:49] 119.28.54.208:80 timed out
[2018-07-16 17:38:51] 119.28.54.208:80 timed out
[2018-07-16 17:38:54] 119.28.54.208:80 timed out
[2018-07-16 17:38:56] 119.28.54.208:80 timed out
[2018-07-16 17:38:59] 119.28.54.208:80 timed out
[2018-07-16 17:39:01] 119.28.54.208:80 timed out
[2018-07-16 17:39:04] 119.28.54.208:80 timed out
[2018-07-16 17:39:07] 119.28.54.208:80 timed out
[2018-07-16 17:39:09] 119.28.54.208:80 timed out
[2018-07-16 17:39:11] 119.28.54.208:80 timed out
[2018-07-16 17:39:12] 119.28.54.208:80 timed out
[2018-07-16 17:39:16] 119.28.54.208:80 timed out
[2018-07-16 17:39:17] 119.28.54.208:80 timed out
[2018-07-16 17:39:19] 119.28.54.208:80 timed out
[2018-07-16 17:39:21] 119.28.54.208:80 timed out
[2018-07-16 17:39:22] 119.28.54.208:80 timed out
[2018-07-16 17:39:24] 119.28.54.208:80 timed out
[2018-07-16 17:39:25] 119.28.54.208:80 timed out
[2018-07-16 17:39:26] 119.28.54.208:80 timed out
[2018-07-16 17:39:27] 119.28.54.208:80 timed out
[2018-07-16 17:39:29] 119.28.54.208:80 timed out
[2018-07-16 17:39:30] 119.28.54.208:80 timed out
[2018-07-16 17:39:32] 119.28.54.208:80 timed out
[2018-07-16 17:39:33] 119.28.54.208:80 timed out
[2018-07-16 17:39:34] 119.28.54.208:80 timed out
[2018-07-16 17:39:37] 119.28.54.208:80 timed out
[2018-07-16 17:39:38] 119.28.54.208:80 timed out
[2018-07-16 17:39:40] 119.28.54.208:80 timed out
[2018-07-16 17:39:43] 119.28.54.208:80 timed out
[2018-07-16 17:39:45] 119.28.54.208:80 timed out
[2018-07-16 17:39:48] 119.28.54.208:80 timed out
[2018-07-16 17:39:50] 119.28.54.208:80 timed out
[2018-07-16 17:39:54] 119.28.54.208:80 timed out
[2018-07-16 17:39:55] 119.28.54.208:80 timed out
[2018-07-16 17:39:56] 119.28.54.208:80 timed out
[2018-07-16 17:39:59] 119.28.54.208:80 timed out
[2018-07-16 17:40:00] 119.28.54.208:80 timed out
[2018-07-16 17:40:01] 119.28.54.208:80 timed out
[2018-07-16 17:40:02] 119.28.54.208:80 timed out
[2018-07-16 17:40:04] 119.28.54.208:80 timed out
[2018-07-16 17:40:05] 119.28.54.208:80 timed out
[2018-07-16 17:40:07] 119.28.54.208:80 timed out
[2018-07-16 17:40:09] 119.28.54.208:80 timed out
[2018-07-16 17:40:10] 119.28.54.208:80 timed out
[2018-07-16 17:40:14] 119.28.54.208:80 timed out
[2018-07-16 17:40:15] 119.28.54.208:80 timed out
[2018-07-16 17:40:17] 119.28.54.208:80 timed out
[2018-07-16 17:40:20] 119.28.54.208:80 timed out
[2018-07-16 17:40:20] 119.28.54.208:80 timed out
[2018-07-16 17:40:20] 119.28.54.208:80 timed out
[2018-07-16 17:40:21] 119.28.54.208:80 timed out
[2018-07-16 17:40:25] 119.28.54.208:80 timed out
[2018-07-16 17:40:25] 119.28.54.208:80 timed out
[2018-07-16 17:40:25] 119.28.54.208:80 timed out
[2018-07-16 17:40:29] 119.28.54.208:80 timed out
[2018-07-16 17:40:30] 119.28.54.208:80 timed out
[2018-07-16 17:40:30] 119.28.54.208:80 timed out
[2018-07-16 17:40:33] 119.28.54.208:80 timed out
[2018-07-16 17:40:35] 119.28.54.208:80 timed out
[2018-07-16 17:40:35] 119.28.54.208:80 timed out
[2018-07-16 17:40:37] 119.28.54.208:80 timed out
[2018-07-16 17:40:40] 119.28.54.208:80 timed out
[2018-07-16 17:40:40] 119.28.54.208:80 timed out
[2018-07-16 17:40:40] 119.28.54.208:80 timed out
[2018-07-16 17:40:45] 119.28.54.208:80 timed out
[2018-07-16 17:40:45] 119.28.54.208:80 timed out
[2018-07-16 17:40:46] 119.28.54.208:80 timed out
[2018-07-16 17:40:48] 119.28.54.208:80 timed out
[2018-07-16 17:40:49] 119.28.54.208:80 timed out
[2018-07-16 17:40:50] 119.28.54.208:80 timed out
[2018-07-16 17:40:51] 119.28.54.208:80 timed out
[2018-07-16 17:40:51] 119.28.54.208:80 timed out
[2018-07-16 17:40:52] 119.28.54.208:80 timed out
[2018-07-16 17:40:53] 119.28.54.208:80 timed out
[2018-07-16 17:40:54] 119.28.54.208:80 timed out
[2018-07-16 17:40:56] 119.28.54.208:80 timed out
[2018-07-16 17:40:56] 119.28.54.208:80 timed out
[2018-07-16 17:40:56] 119.28.54.208:80 timed out
[2018-07-16 17:40:58] 119.28.54.208:80 timed out
[2018-07-16 17:41:00] 119.28.54.208:80 timed out
[2018-07-16 17:41:01] 119.28.54.208:80 timed out
[2018-07-16 17:41:01] 119.28.54.208:80 timed out
[2018-07-16 17:41:06] 119.28.54.208:80 timed out
[2018-07-16 17:41:06] 119.28.54.208:80 timed out
[2018-07-16 17:41:08] 119.28.54.208:80 timed out
[2018-07-16 17:41:11] 119.28.54.208:80 timed out
[2018-07-16 17:41:11] 119.28.54.208:80 timed out
[2018-07-16 17:41:12] 119.28.54.208:80 timed out
[2018-07-16 17:41:16] 119.28.54.208:80 timed out
[2018-07-16 17:41:16] 119.28.54.208:80 timed out
[2018-07-16 17:41:17] 119.28.54.208:80 timed out
[2018-07-16 17:41:18] 119.28.54.208:80 timed out
[2018-07-16 17:41:21] 119.28.54.208:80 timed out
[2018-07-16 17:41:21] 119.28.54.208:80 timed out
[2018-07-16 17:41:22] 119.28.54.208:80 timed out
[2018-07-16 17:41:22] 119.28.54.208:80 timed out
[2018-07-16 17:41:26] 119.28.54.208:80 timed out
[2018-07-16 17:41:27] 119.28.54.208:80 timed out
[2018-07-16 17:41:31] 119.28.54.208:80 timed out
[2018-07-16 17:41:32] 119.28.54.208:80 timed out
[2018-07-16 17:41:33] 119.28.54.208:80 timed out
[2018-07-16 17:41:36] 119.28.54.208:80 timed out
[2018-07-16 17:41:38] 119.28.54.208:80 timed out
[2018-07-16 17:41:41] 119.28.54.208:80 timed out
[2018-07-16 17:41:43] 119.28.54.208:80 timed out
[2018-07-16 17:41:46] 119.28.54.208:80 timed out
[2018-07-16 17:41:47] 119.28.54.208:80 timed out
[2018-07-16 17:41:48] 119.28.54.208:80 timed out
[2018-07-16 17:41:51] 119.28.54.208:80 timed out
[2018-07-16 17:41:52] 119.28.54.208:80 timed out
[2018-07-16 17:41:52] 119.28.54.208:80 timed out
[2018-07-16 17:41:53] 119.28.54.208:80 timed out
[2018-07-16 17:41:54] 119.28.54.208:80 timed out
[2018-07-16 17:41:57] 119.28.54.208:80 timed out
[2018-07-16 17:41:57] 119.28.54.208:80 timed out
[2018-07-16 17:41:57] 119.28.54.208:80 timed out
[2018-07-16 17:41:59] 119.28.54.208:80 timed out
[2018-07-16 17:42:00] 119.28.54.208:80 timed out
[2018-07-16 17:42:02] 119.28.54.208:80 timed out
[2018-07-16 17:42:04] 119.28.54.208:80 timed out
[2018-07-16 17:42:05] 119.28.54.208:80 timed out
[2018-07-16 17:42:06] 119.28.54.208:80 timed out
[2018-07-16 17:42:07] 119.28.54.208:80 timed out
[2018-07-16 17:42:09] 119.28.54.208:80 timed out
[2018-07-16 17:42:10] 119.28.54.208:80 timed out
[2018-07-16 17:42:12] 119.28.54.208:80 timed out
[2018-07-16 17:42:14] 119.28.54.208:80 timed out
[2018-07-16 17:42:17] 119.28.54.208:80 timed out
[2018-07-16 17:42:17] 119.28.54.208:80 timed out
[2018-07-16 17:42:19] 119.28.54.208:80 timed out
[2018-07-16 17:42:22] 119.28.54.208:80 timed out
[2018-07-16 17:42:22] 119.28.54.208:80 timed out
[2018-07-16 17:42:25] 119.28.54.208:80 timed out
[2018-07-16 17:42:25] 119.28.54.208:80 timed out
[2018-07-16 17:42:27] 119.28.54.208:80 timed out
[2018-07-16 17:42:30] 119.28.54.208:80 timed out
[2018-07-16 17:42:30] 119.28.54.208:80 timed out
[2018-07-16 17:42:31] 119.28.54.208:80 timed out
[2018-07-16 17:42:32] 119.28.54.208:80 timed out
[2018-07-16 17:42:35] 119.28.54.208:80 timed out
[2018-07-16 17:42:36] 119.28.54.208:80 timed out
[2018-07-16 17:42:37] 119.28.54.208:80 timed out
[2018-07-16 17:42:40] 119.28.54.208:80 timed out
[2018-07-16 17:42:42] 119.28.54.208:80 timed out
[2018-07-16 17:42:45] 119.28.54.208:80 timed out
[2018-07-16 17:42:47] 119.28.54.208:80 timed out
[2018-07-16 17:42:47] 119.28.54.208:80 timed out
[2018-07-16 17:42:51] 119.28.54.208:80 timed out
[2018-07-16 17:42:52] 119.28.54.208:80 timed out
[2018-07-16 17:42:56] 119.28.54.208:80 timed out
[2018-07-16 17:42:57] 119.28.54.208:80 timed out
[2018-07-16 17:43:01] 119.28.54.208:80 timed out
[2018-07-16 17:43:01] 119.28.54.208:80 timed out
[2018-07-16 17:43:03] 119.28.54.208:80 timed out
[2018-07-16 17:43:06] 119.28.54.208:80 timed out
[2018-07-16 17:43:06] 119.28.54.208:80 timed out
[2018-07-16 17:43:08] 119.28.54.208:80 timed out
[2018-07-16 17:43:11] 119.28.54.208:80 timed out
[2018-07-16 17:43:13] 119.28.54.208:80 timed out
[2018-07-16 17:43:13] 119.28.54.208:80 timed out
[2018-07-16 17:43:17] 119.28.54.208:80 timed out
[2018-07-16 17:43:18] 119.28.54.208:80 timed out
[2018-07-16 17:43:18] 119.28.54.208:80 timed out
[2018-07-16 17:43:18] 119.28.54.208:80 timed out
[2018-07-16 17:43:22] 119.28.54.208:80 timed out
[2018-07-16 17:43:23] 119.28.54.208:80 timed out
[2018-07-16 17:43:23] 119.28.54.208:80 timed out
[2018-07-16 17:43:25] 119.28.54.208:80 timed out
[2018-07-16 17:43:27] 119.28.54.208:80 timed out
[2018-07-16 17:43:28] 119.28.54.208:80 timed out
[2018-07-16 17:43:29] 119.28.54.208:80 timed out
[2018-07-16 17:43:31] 119.28.54.208:80 timed out
[2018-07-16 17:43:32] 119.28.54.208:80 timed out
[2018-07-16 17:43:33] 119.28.54.208:80 timed out
[2018-07-16 17:43:36] 119.28.54.208:80 timed out
[2018-07-16 17:43:37] 119.28.54.208:80 timed out
[2018-07-16 17:43:38] 119.28.54.208:80 timed out
[2018-07-16 17:43:38] 119.28.54.208:80 timed out
[2018-07-16 17:43:41] 119.28.54.208:80 timed out
[2018-07-16 17:43:43] 119.28.54.208:80 timed out
[2018-07-16 17:43:43] 119.28.54.208:80 timed out
[2018-07-16 17:43:48] 119.28.54.208:80 timed out
[2018-07-16 17:43:48] 119.28.54.208:80 timed out
[2018-07-16 17:43:53] 119.28.54.208:80 timed out
[2018-07-16 17:43:53] 119.28.54.208:80 timed out
[2018-07-16 17:43:58] 119.28.54.208:80 timed out
[2018-07-16 17:43:58] 119.28.54.208:80 timed out
[2018-07-16 17:44:04] 119.28.54.208:80 timed out
[2018-07-16 17:44:25] 119.28.54.208:80 timed out
[2018-07-16 17:56:03] System.Net.Sockets.SocketException (0x80004005): 由于目标计算机积极拒绝，无法连接。
   在 Shadowsocks.Util.Sockets.WrappedSocket.EndConnect(IAsyncResult asyncResult)
   在 Shadowsocks.Proxy.DirectConnect.EndConnectDest(IAsyncResult asyncResult)
   在 Shadowsocks.Controller.TCPHandler.ConnectCallback(IAsyncResult ar)
[2018-07-17 00:00:32] 119.28.54.208:80 timed out
[2018-07-17 00:00:37] 119.28.54.208:80 timed out
[2018-07-17 02:10:38] 119.28.54.208:80 timed out
[2018-07-17 08:43:18] 119.28.54.208:80 timed out
[2018-07-17 08:43:24] 119.28.54.208:80 timed out
[2018-07-17 08:43:29] 119.28.54.208:80 timed out
[2018-07-17 08:43:29] 119.28.54.208:80 timed out
[2018-07-17 08:43:34] 119.28.54.208:80 timed out
[2018-07-17 08:43:39] 119.28.54.208:80 timed out
[2018-07-17 08:43:44] 119.28.54.208:80 timed out
[2018-07-17 08:43:49] 119.28.54.208:80 timed out
[2018-07-17 08:43:54] 119.28.54.208:80 timed out
[2018-07-17 08:43:59] 119.28.54.208:80 timed out
[2018-07-17 08:44:04] 119.28.54.208:80 timed out
[2018-07-17 08:44:08] 119.28.54.208:80 timed out
[2018-07-17 08:44:08] 119.28.54.208:80 timed out
[2018-07-17 08:44:09] 119.28.54.208:80 timed out
[2018-07-17 08:44:12] 119.28.54.208:80 timed out
[2018-07-17 08:44:14] 119.28.54.208:80 timed out
[2018-07-17 08:44:16] 119.28.54.208:80 timed out
[2018-07-17 08:44:19] 119.28.54.208:80 timed out
[2018-07-17 08:44:20] 119.28.54.208:80 timed out
[2018-07-17 08:44:24] 119.28.54.208:80 timed out
[2018-07-17 08:44:24] 119.28.54.208:80 timed out
[2018-07-17 08:44:27] 119.28.54.208:80 timed out
[2018-07-17 08:44:29] 119.28.54.208:80 timed out
[2018-07-17 08:44:34] 119.28.54.208:80 timed out
[2018-07-17 08:44:40] 119.28.54.208:80 timed out
[2018-07-17 08:44:45] 119.28.54.208:80 timed out
[2018-07-17 08:44:50] 119.28.54.208:80 timed out
[2018-07-17 08:44:53] 119.28.54.208:80 timed out
[2018-07-17 08:44:55] 119.28.54.208:80 timed out
[2018-07-17 08:44:58] 119.28.54.208:80 timed out
[2018-07-17 08:45:00] 119.28.54.208:80 timed out
[2018-07-17 08:45:05] 119.28.54.208:80 timed out
[2018-07-17 08:45:10] 119.28.54.208:80 timed out
[2018-07-17 08:45:15] 119.28.54.208:80 timed out
[2018-07-17 08:45:20] 119.28.54.208:80 timed out
[2018-07-17 08:45:30] 119.28.54.208:80 timed out
[2018-07-17 08:45:40] 119.28.54.208:80 timed out
[2018-07-17 08:45:45] 119.28.54.208:80 timed out
[2018-07-17 09:51:07] System.Net.Sockets.SocketException (0x80004005): 由于目标计算机积极拒绝，无法连接。
   在 Shadowsocks.Util.Sockets.WrappedSocket.EndConnect(IAsyncResult asyncResult)
   在 Shadowsocks.Controller.PortForwarder.Handler.ConnectCallback(IAsyncResult ar)
